Id,Label,LFM
679,0,159
680,0,42
681,0,140
682,0,165
683,0,20
684,0,-2
685,0,6
686,0,123
687,0,154
688,0,48
689,0,22
690,0,78
691,0,78
692,0,89
693,0,158
694,0,22
695,0,24
696,0,130
697,0,71
698,0,102
699,0,180
700,0,-2
701,0,44
702,0,-2
703,0,-2
704,0,-3
705,0,-2
706,0,225
707,0,24
708,0,83
709,0,26
710,0,10
711,0,-2
712,0,35
713,0,110
714,0,123
715,0,126
716,0,94
717,0,-2
718,0,9
719,0,225
720,0,11
721,0,230
722,0,10
723,0,-2
724,0,6
725,0,122
726,0,-2
727,0,98
728,0,-3
729,0,-2
730,0,46
731,0,22
732,0,187
733,0,220
734,0,4
735,0,9
736,0,94
737,0,46
738,0,14
739,0,127
740,0,-2
741,0,150
742,0,44
743,0,94
744,0,198
745,0,112
746,0,-2
747,0,83
748,0,224
749,0,162
750,0,127
751,0,233
752,0,55
753,0,-2
754,0,9
755,0,154
756,0,150
757,0,-2
758,0,-2
759,0,57
760,0,-2
761,0,231
762,0,35
763,0,182
764,0,129
765,0,200
766,0,10
767,0,158
768,0,72
769,0,-2
770,0,77
771,0,132
772,0,126
773,0,212
774,0,44
775,0,192
776,0,137
777,0,27
778,0,136
779,0,80
780,0,232
781,0,3
782,0,166
783,0,225
784,0,101
785,0,27
786,0,-2
787,0,182
788,0,94
789,0,27
790,0,-2
791,0,61
792,0,94
793,0,140
794,0,53
795,0,67
796,0,86
797,0,175
798,0,52
799,0,-2
800,0,134
801,0,87
802,0,110
803,0,35
804,0,-2
805,0,112
806,0,151
807,0,197
808,0,115
809,0,77
810,0,134
811,0,182
812,0,-2
813,0,219
814,0,219
815,0,219
816,0,93
817,0,39
818,0,-2
819,0,12
820,0,-2
821,0,69
822,0,94
823,0,100
824,0,29
825,0,126
826,0,160
827,0,32
828,0,11
829,0,-2
830,0,10
831,0,10
832,0,124
833,0,39
834,0,91
835,0,94
836,0,4
837,0,83
838,0,94
839,0,-2
840,0,10
841,0,-2
842,0,10
843,0,177
844,0,14
845,0,-2
846,0,11
847,0,70
848,0,19
849,0,112
850,0,25
851,0,88
852,0,35
853,0,35
854,0,35
855,0,140
856,0,-2
857,0,98
858,0,6
859,0,-2
860,0,100
861,0,88
862,0,159
863,0,-2
864,0,-2
865,0,-2
866,0,184
867,0,-2
868,0,9
869,0,181
870,0,200
871,0,129
872,0,19
873,0,112
874,0,125
875,0,89
876,0,177
877,0,82
878,0,50
879,0,-2
880,0,140
881,0,-2
882,0,83
883,0,72
884,0,-2
885,0,184
886,0,86
887,0,11
888,0,27
889,0,138
890,0,129
891,0,140
892,0,126
893,0,177
894,0,108
895,0,35
896,0,175
897,0,124
898,0,127
899,0,11
900,0,-2
901,0,146
902,0,124
903,0,214
904,0,61
905,0,32
906,0,127
907,0,-2
908,0,1
909,0,61
910,0,94
911,0,1
912,0,228
913,0,226
914,0,153
915,0,126
916,0,27
917,0,27
918,0,27
919,0,27
920,0,27
921,0,27
922,0,27
923,0,27
924,0,27
925,0,27
926,0,27
927,0,27
928,0,27
929,0,27
930,0,27
931,0,27
932,0,27
933,0,27
934,0,27
935,0,27
936,0,27
937,0,27
938,0,27
939,0,27
940,0,27
941,0,27
942,0,27
943,0,27
944,0,27
945,0,27
946,0,27
947,0,27
948,0,27
949,0,27
950,0,27
951,0,27
952,0,27
953,0,27
954,0,27
955,0,27
956,0,27
957,0,27
958,0,27
959,0,27
960,0,27
961,0,27
962,0,39
963,0,27
964,0,27
965,0,27
966,0,27
967,0,27
968,0,27
969,0,27
970,0,27
971,0,27
972,0,27
973,0,27
974,0,27
975,0,27
976,0,27
977,0,27
978,0,27
979,0,27
980,0,27
981,0,27
982,0,27
983,0,27
984,0,27
985,0,46
986,0,27
987,0,27
988,0,27
989,0,27
990,0,27
991,0,27
992,0,27
993,0,27
994,0,27
995,0,27
996,0,27
997,0,27
998,0,27
999,0,27
1000,0,27
1001,0,27
1002,0,27
1003,0,27
1004,0,-2
1005,0,-2
1006,0,99
1007,0,89
1008,0,99
1009,0,-2
1010,0,137
1011,0,161
1012,0,161
1013,0,7
1014,0,32
1015,0,135
1016,0,194
1017,0,174
1018,0,28
1019,0,4
1020,0,66
1021,0,-2
1022,0,44
1023,0,174
1024,0,49
1025,0,-2
1026,0,146
1027,0,1
1028,0,163
1029,0,32
1030,0,197
1031,0,55
1032,0,35
1033,0,125
1034,0,220
1035,0,27
1036,0,139
1037,0,94
1038,0,24
1039,0,99
1040,0,-2
1041,0,167
1042,0,172
1043,0,89
1044,0,128
1045,0,201
1046,0,20
1047,0,57
1048,0,133
1049,0,139
1050,0,134
1051,0,42
1052,0,42
1053,0,92
1054,0,89
1055,0,108
1056,0,-2
1057,0,-2
1058,0,33
1059,0,69
1060,0,236
1061,0,2
1062,0,86
1063,0,94
1064,0,126
1065,0,49
1066,0,146
1067,0,227
1068,0,24
1069,0,220
1070,0,51
1071,0,94
1072,0,89
1073,0,-2
1074,0,207
1075,0,127
1076,0,230
1077,0,114
1078,0,-2
1079,0,39
1080,0,77
1081,0,91
1082,0,128
1083,0,86
1084,0,83
1085,0,135
1086,0,-2
1087,0,49
1088,0,94
1089,0,94
1090,0,-3
1091,0,176
1092,0,11
1093,0,112
1094,0,94
1095,0,227
1096,0,144
1097,0,-2
1098,0,154
1099,0,-2
1100,0,124
1101,0,115
1102,0,140
1103,0,-2
1104,0,72
1105,0,118
1106,0,100
1107,0,44
1108,0,115
1109,0,-2
1110,0,180
1111,0,-2
1112,0,124
1113,0,83
1114,0,9
1115,0,78
1116,0,109
1117,0,59
1118,0,-2
1119,0,47
1120,0,49
1121,0,11
1122,0,40
1123,0,-2
1124,0,-2
1125,0,124
1126,0,83
1127,0,-2
1128,0,-2
1129,0,112
1130,0,-2
1131,0,133
1132,0,-2
1133,0,-2
1134,0,133
1135,0,83
1136,0,187
1137,0,-2
1138,0,-2
1139,0,109
1140,0,-3
1141,0,-2
1142,0,94
1143,0,94
1144,0,27
1145,0,6
1146,0,-2
1147,0,94
1148,0,91
1149,0,19
1150,0,-2
1151,0,93
1152,0,228
1153,0,78
1154,0,204
1155,0,150
1156,0,71
1157,0,-3
1158,0,94
1159,0,50
1160,0,-2
1161,0,3
1162,0,118
1163,0,81
1164,0,-2
1165,0,94
1166,0,199
1167,0,50
1168,0,94
1169,0,50
1170,0,-2
1171,0,50
1172,0,146
1173,0,92
1174,0,181
1175,0,50
1176,0,31
1177,0,-2
1178,0,158
1179,0,94
1180,0,50
1181,0,135
1182,0,94
1183,0,94
1184,0,44
1185,0,86
1186,0,1
1187,0,159
1188,0,137
1189,0,35
1190,0,94
1191,0,-2
1192,0,17
1193,0,87
1194,0,17
1195,0,-2
1196,0,-2
1197,0,-2
1198,0,222
1199,0,160
1200,0,94
1201,0,120
1202,0,-2
1203,0,89
1204,0,12
1205,0,-2
1206,0,225
1207,0,190
1208,0,192
1209,0,215
1210,0,94
1211,0,94
1212,0,127
1213,0,27
1214,0,205
1215,0,94
1216,0,137
1217,0,10
1218,0,200
1219,0,39
1220,0,90
1221,0,57
1222,0,87
1223,0,33
1224,0,-3
1225,0,70
1226,0,102
1227,0,94
1228,0,94
1229,0,94
1230,0,27
1231,0,-2
1232,0,198
1233,0,94
1234,0,103
1235,0,91
1236,0,89
1237,0,175
1238,0,217
1239,0,85
1240,0,168
1241,0,-2
1242,0,94
1243,0,94
1244,0,-3
1245,0,91
1246,0,-2
1247,0,93
1248,0,-2
1249,0,21
1250,0,21
1251,0,86
1252,0,-2
1253,0,155
1254,0,-2
1255,0,155
1256,0,52
1257,0,155
1258,0,98
1259,0,155
1260,0,83
1261,0,94
1262,0,6
1263,0,6
1264,0,6
1265,0,-2
1266,0,151
1267,0,-2
1268,0,146
1269,0,128
1270,0,94
1271,0,68
1272,0,88
1273,0,94
1274,0,132
1275,0,101
1276,0,94
1277,0,141
1278,0,2
1279,0,31
1280,0,-2
1281,0,-3
1282,0,135
1283,0,35
1284,0,140
1285,0,35
1286,0,127
1287,0,94
1288,0,-2
1289,0,-2
1290,0,155
1291,0,21
1292,0,99
1293,0,-2
1294,0,155
1295,0,155
1296,0,27
1297,0,132
1298,0,155
1299,0,72
1300,0,174
1301,0,80
1302,0,128
1303,0,120
1304,0,12
1305,0,101
1306,0,81
1307,0,15
1308,0,101
1309,0,50
1310,0,-2
1311,0,52
1312,0,-2
1313,0,8
1314,0,66
1315,0,-2
1316,0,7
1317,0,-2
1318,0,30
1319,0,49
1320,0,138
1321,0,139
1322,0,35
1323,0,170
1324,0,183
1325,0,71
1326,0,130
1327,0,86
1328,0,108
1329,0,31
1330,0,-2
1331,0,101
1332,0,132
1333,0,36
1334,0,-2
1335,0,55
1336,0,104
1337,0,38
1338,0,9
1339,0,81
1340,0,218
1341,0,98
1342,0,89
1343,0,94
1344,0,40
1345,0,49
1346,0,132
1347,0,50
1348,0,150
1349,0,-2
1350,0,228
1351,0,31
1352,0,91
1353,0,-2
1354,0,132
1355,0,127
1356,0,132
1357,0,-2
1358,0,-2
1359,0,140
1360,0,78
1361,0,119
1362,0,206
1363,0,44
1364,0,14
1365,0,102
1366,0,101
1367,0,108
1368,0,209
1369,0,24
1370,0,35
1371,0,52
1372,0,213
1373,0,49
1374,0,119
1375,0,217
1376,0,-4
1377,0,187
1378,0,-2
1379,0,208
1380,0,162
1381,0,162
1382,0,219
1383,0,94
1384,0,10
1385,0,176
1386,0,65
1387,0,-2
1388,0,179
1389,0,190
1390,0,188
1391,0,67
1392,0,80
1393,0,162
1394,0,190
1395,0,112
1396,0,78
1397,0,120
1398,0,66
1399,0,105
1400,0,50
1401,0,23
1402,0,7
1403,0,86
1404,0,-2
1405,0,89
1406,0,81
1407,0,175
1408,0,175
1409,0,101
1410,0,30
1411,0,35
1412,0,133
1413,0,161
1414,0,172
1415,0,24
1416,0,-2
1417,0,94
1418,0,-2
1419,0,104
1420,0,21
1421,0,112
1422,0,127
1423,0,94
1424,0,177
1425,0,-3
1426,0,87
1427,0,81
1428,0,211
1429,0,67
1430,0,221
1431,0,208
1432,0,-2
1433,0,181
1434,0,31
1435,0,198
1436,0,140
1437,0,108
1438,0,204
1439,0,89
1440,0,127
1441,0,16
1442,0,140
1443,0,140
1444,0,83
1445,0,133
1446,0,93
1447,0,178
1448,0,150
1449,0,162
1450,0,88
1451,0,140
1452,0,-2
1453,0,8
1454,0,225
1455,0,155
1456,0,115
1457,0,20
1458,0,62
1459,0,176
1460,0,16
1461,0,130
1462,0,-2
1463,0,4
1464,0,-2
1465,0,19
1466,0,118
1467,0,46
1468,0,1
1469,0,182
1470,0,205
1471,0,146
1472,0,94
1473,0,49
1474,0,28
1475,0,207
1476,0,190
1477,0,42
1478,0,-3
1479,0,62
1480,0,27
1481,0,32
1482,0,86
1483,0,133
1484,0,141
1485,0,6
1486,0,194
1487,0,81
1488,0,6
1489,0,31
1490,0,71
1491,0,188
1492,0,174
1493,0,143
1494,0,68
1495,0,-2
1496,0,49
1497,0,94
1498,0,-2
1499,0,-2
1500,0,215
1501,0,65
1502,0,17
1503,0,-2
1504,0,92
1505,0,-2
1506,0,140
1507,0,135
1508,0,154
1509,0,-2
1510,0,52
1511,0,26
1512,0,-2
1513,0,60
1514,0,94
1515,0,228
1516,0,-2
1517,0,104
1518,0,126
1519,0,110
1520,0,103
1521,0,60
1522,0,35
1523,0,-2
1524,0,112
1525,0,116
1526,0,96
1527,0,12
1528,0,159
1529,0,200
1530,0,136
1531,0,49
1532,0,49
1533,0,114
1534,0,192
1535,0,-2
1536,0,49
1537,0,126
1538,0,40
1539,0,211
1540,0,50
1541,0,175
1542,0,168
1543,0,116
1544,0,19
1545,0,11
1546,0,141
1547,0,10
1548,0,139
1549,0,-2
1550,0,180
1551,0,115
1552,0,86
1553,0,115
1554,0,223
1555,0,142
1556,0,86
1557,0,52
1558,0,60
1559,0,-2
1560,0,197
1561,0,52
1562,0,24
1563,0,80
1564,0,-2
1565,0,209
1566,0,52
1567,0,65
1568,0,51
1569,0,52
1570,0,52
1571,0,186
1572,0,52
1573,0,82
1574,0,183
1575,0,86
1576,0,35
1577,0,52
1578,0,-2
1579,0,57
1580,0,94
1581,0,52
1582,0,52
1583,0,52
1584,0,86
1585,0,35
1586,0,-2
1587,0,35
1588,0,80
1589,0,68
1590,0,-2
1591,0,188
1592,0,186
1593,0,52
1594,0,81
1595,0,86
1596,0,-2
1597,0,105
1598,0,52
1599,0,138
1600,0,138
1601,0,95
1602,0,160
1603,0,167
1604,0,174
1605,0,83
1606,0,52
1607,0,52
1608,0,19
1609,0,-2
1610,0,-2
1611,0,52
1612,0,224
1613,0,12
1614,0,235
1615,0,99
1616,0,1
1617,0,128
1618,0,167
1619,0,52
1620,0,227
1621,0,132
1622,0,175
1623,0,132
1624,0,150
1625,0,-2
1626,0,23
1627,0,112
1628,0,6
1629,0,165
1630,0,52
1631,0,138
1632,0,135
1633,0,47
1634,0,-2
1635,0,-2
1636,0,87
1637,0,136
1638,0,166
1639,0,-2
1640,0,-2
1641,0,42
1642,0,166
1643,0,-2
1644,0,-2
1645,0,38
1646,0,135
1647,0,167
1648,0,122
1649,0,214
1650,0,52
1651,0,91
1652,0,159
1653,0,85
1654,0,127
1655,0,28
1656,0,212
1657,0,99
1658,0,178
1659,0,137
1660,0,175
1661,0,9
1662,0,114
1663,0,140
1664,0,157
1665,0,61
1666,0,52
1667,0,21
1668,0,42
1669,0,132
1670,0,119
1671,0,193
1672,0,-2
1673,0,28
1674,0,19
1675,0,52
1676,0,94
1677,0,24
1678,0,141
1679,0,94
1680,0,99
1681,0,85
1682,0,-2
1683,0,83
1684,0,98
1685,0,-3
1686,0,-2
1687,0,82
1688,0,66
1689,0,198
1690,0,35
1691,0,36
1692,0,-2
1693,0,36
1694,0,35
1695,0,101
1696,0,136
1697,0,36
1698,0,161
1699,0,-2
1700,0,21
1701,0,-2
1702,0,6
1703,0,-4
1704,0,-2
1705,0,154
1706,0,82
1707,0,127
1708,0,-2
1709,0,57
1710,0,23
1711,0,50
1712,0,42
1713,0,175
1714,0,52
1715,0,86
1716,0,89
1717,0,95
1718,0,24
1719,0,78
1720,0,69
1721,0,44
1722,0,12
1723,0,96
1724,0,-2
1725,0,142
1726,0,60
1727,0,183
1728,0,125
1729,0,136
1730,0,42
1731,0,7
1732,0,71
1733,0,81
1734,0,90
1735,0,83
1736,0,-2
1737,0,-2
1738,0,35
1739,0,-2
1740,0,60
1741,0,104
1742,0,-2
1743,0,-2
1744,0,94
1745,0,65
1746,0,86
1747,0,-3
1748,0,-2
1749,0,176
1750,0,193
1751,0,6
1752,0,-2
1753,0,83
1754,0,200
1755,0,201
1756,0,99
1757,0,20
1758,0,94
1759,0,94
1760,0,-2
1761,0,39
1762,0,11
1763,0,10
1764,0,138
1765,0,234
1766,0,35
1767,0,142
1768,0,62
1769,0,132
1770,0,-2
1771,0,9
