Id,Label,GC
1,0,619
2,0,1104
3,0,264
4,0,102
5,0,73
6,0,173
7,0,264
8,0,173
9,0,156
10,0,16
11,0,16
12,0,73
13,0,1104
14,0,73
15,0,1104
16,0,16
17,0,16
18,0,73
19,0,156
20,0,726
21,0,1046
22,0,73
23,0,726
24,0,480
25,0,613
26,0,1104
27,0,109
28,0,1098
29,0,73
30,0,726
31,0,1104
32,0,102
33,0,173
34,0,1078
35,0,147
36,0,1104
37,0,264
38,0,1163
39,0,1163
40,0,613
41,0,1046
42,0,619
43,0,1046
44,0,147
45,0,176
46,0,264
47,0,1163
48,0,264
49,0,264
50,0,264
51,0,109
52,0,1104
53,0,264
54,0,54
55,0,480
56,0,264
57,0,264
58,0,264
59,0,102
60,0,465
61,0,1163
62,0,1104
63,0,124
64,0,206
65,0,1163
66,0,109
67,0,1078
68,0,1078
69,0,465
70,0,16
71,0,264
72,0,264
73,0,73
74,0,147
75,0,54
76,0,1078
77,0,109
78,0,264
79,0,173
80,0,264
81,0,264
82,0,264
83,0,109
84,0,128
85,0,1044
86,0,264
87,0,1104
88,0,480
89,0,1163
90,0,1163
91,0,54
92,0,1046
93,0,264
94,0,264
95,0,1163
96,0,206
97,0,264
98,0,176
99,0,128
100,0,119
101,0,264
102,0,102
103,0,264
104,0,102
105,0,124
106,0,264
107,0,264
108,0,206
109,0,109
110,0,264
111,0,264
112,0,1163
113,0,119
114,0,1163
115,0,1163
116,0,102
117,0,167
118,0,264
119,0,119
120,0,1163
121,0,264
122,0,264
123,0,102
124,0,124
125,0,102
126,0,124
127,0,1163
128,0,128
129,0,102
130,0,264
131,0,167
132,0,124
133,0,102
134,0,167
135,0,264
136,0,264
137,0,128
138,0,264
139,0,264
140,0,167
141,0,264
142,0,1163
143,0,119
144,0,173
145,0,1163
146,0,726
147,0,147
148,0,173
149,0,109
150,0,1078
151,0,109
152,0,1163
153,0,109
154,0,465
155,0,1044
156,0,156
157,0,168
158,0,168
159,0,156
160,0,264
161,0,1163
162,0,264
163,0,168
164,0,264
165,0,109
166,0,1078
167,0,167
168,0,168
169,0,54
170,0,102
171,0,147
172,0,619
173,0,173
174,0,619
175,0,264
176,0,176
177,0,119
178,0,264
179,0,480
180,0,264
181,0,1163
182,0,176
183,0,167
184,0,1163
185,0,54
186,0,109
187,0,1078
188,0,264
189,0,264
190,0,102
191,0,1163
192,0,73
193,0,237
194,0,1078
195,0,264
196,0,176
197,0,1163
198,0,109
199,0,264
200,0,264
201,0,1163
202,0,54
203,0,1163
204,0,176
205,0,109
206,0,206
207,0,176
208,0,237
209,0,206
210,0,1163
211,0,109
212,0,176
213,0,1163
214,0,264
215,0,167
216,0,264
217,0,102
218,0,102
219,0,1163
220,0,167
221,0,465
222,0,264
223,0,619
224,0,1163
225,0,119
226,0,102
227,0,119
228,0,1163
229,0,264
230,0,264
231,0,264
232,0,264
233,0,167
234,0,109
235,0,102
236,0,54
237,0,237
238,0,264
