Id,Label,GC
1178,0,167
1179,0,647
1180,0,22
1181,0,-2
1182,0,647
1183,0,647
1184,0,322
1185,0,484
1186,0,247
1187,0,127
1188,0,64
1189,0,98
1190,0,647
1191,0,-2
1192,0,247
1193,0,165
1194,0,247
1195,0,377
1196,0,131
1197,0,-2
1198,0,506
1199,0,247
1200,0,647
1201,0,138
1202,0,588
1203,0,115
1204,0,259
1205,0,294
1206,0,588
1207,0,190
1208,0,44
1209,0,324
1210,0,647
1211,0,647
1212,0,115
1213,0,647
1214,0,190
1215,0,647
1216,0,64
1217,0,147
1218,0,161
1219,0,18
1220,0,377
1221,0,647
1222,0,165
1223,0,165
1224,0,647
1225,0,44
1226,0,588
1227,0,647
1228,0,647
1229,0,647
1230,0,11
1231,0,456
1232,0,305
1233,0,647
1234,0,336
1235,0,-2
1236,0,115
1237,0,210
1238,0,115
1239,0,112
1240,0,430
1241,0,588
1242,0,647
1243,0,647
1244,0,259
1245,0,125
1246,0,161
1247,0,550
1248,0,112
1249,0,484
1250,0,484
1251,0,57
1252,0,678
1253,0,678
1254,0,678
1255,0,678
1256,0,-2
1257,0,678
1258,0,647
1259,0,678
1260,0,54
1261,0,647
1262,0,413
1263,0,413
1264,0,413
1265,0,138
1266,0,125
1267,0,23
1268,0,127
1269,0,147
1270,0,647
1271,0,23
1272,0,647
1273,0,647
1274,0,247
1275,0,128
1276,0,647
1277,0,-2
1278,0,167
1279,0,95
1280,0,-2
1281,0,125
1282,0,100
1283,0,98
1284,0,85
1285,0,98
1286,0,115
1287,0,647
1288,0,678
1289,0,678
1290,0,678
1291,0,484
1292,0,247
1293,0,647
1294,0,678
1295,0,678
1296,0,11
1297,0,247
1298,0,678
1299,0,64
1300,0,336
1301,0,484
1302,0,147
1303,0,138
1304,0,259
1305,0,128
1306,0,209
1307,0,13
1308,0,128
1309,0,22
1310,0,18
1311,0,487
1312,0,258
1313,0,377
1314,0,18
1315,0,125
1316,0,285
1317,0,135
1318,0,301
1319,0,647
1320,0,75
1321,0,588
1322,0,98
1323,0,161
1324,0,309
1325,0,21
1326,0,39
1327,0,57
1328,0,588
1329,0,95
1330,0,-2
1331,0,128
1332,0,247
1333,0,258
1334,0,588
1335,0,23
1336,0,324
1337,0,309
1338,0,125
1339,0,-2
1340,0,156
1341,0,647
1342,0,-2
1343,0,647
1344,0,294
1345,0,647
1346,0,247
1347,0,22
1348,0,506
1349,0,301
1350,0,301
1351,0,-2
1352,0,125
1353,0,161
1354,0,247
1355,0,115
1356,0,247
1357,0,377
1358,0,161
1359,0,85
1360,0,27
1361,0,138
1362,0,-2
1363,0,322
1364,0,141
1365,0,588
1366,0,128
1367,0,588
1368,0,301
1369,0,161
1370,0,-3
1371,0,483
1372,0,131
1373,0,647
1374,0,138
1375,0,115
1376,0,209
1377,0,588
1378,0,377
1379,0,161
1380,0,23
1381,0,23
1382,0,456
1383,0,647
1384,0,147
1385,0,147
1386,0,377
1387,0,588
1388,0,377
1389,0,190
1390,0,377
1391,0,456
1392,0,484
1393,0,23
1394,0,190
1395,0,-2
1396,0,27
