Id,Label,LPA
1397,0,72
1203,0,8
1208,0,114
1534,0,114
1209,0,115
1500,0,115
1546,0,116
1635,0,20
250,0,20
581,0,20
590,0,7
1214,0,117
1217,0,93
1547,0,93
1218,0,100
1529,0,100
1754,0,100
1219,0,58
1761,0,58
122,0,107
1220,0,118
1734,0,118
1221,0,119
1579,0,119
1225,0,41
123,0,120
133,0,113
1681,0,120
553,0,120
577,0,120
599,0,120
1232,0,121
1435,0,121
1689,0,121
1233,0,1
1234,0,122
1237,0,123
1407,0,123
1408,0,123
1541,0,123
1622,0,123
1660,0,123
1713,0,123
1238,0,124
1375,0,124
1239,0,49
124,0,125
1324,0,125
1574,0,125
1727,0,125
1240,0,57
1484,0,116
1244,0,27
1315,0,61
1248,0,105
1462,0,105
1249,0,126
1291,0,126
125,0,120
1250,0,126
1700,0,126
1253,0,4
1255,0,4
1257,0,4
1259,0,4
1290,0,4
1294,0,4
1295,0,4
1298,0,4
1455,0,4
1371,0,23
1557,0,23
1561,0,23
1566,0,23
1569,0,23
1570,0,23
1572,0,23
1577,0,23
1581,0,23
1582,0,23
1583,0,23
1593,0,23
1598,0,23
1606,0,23
1607,0,23
1611,0,23
1619,0,23
1630,0,23
1650,0,23
1666,0,23
1675,0,23
1261,0,1
1266,0,127
1267,0,128
1271,0,128
1494,0,128
1589,0,128
1272,0,129
1450,0,129
1275,0,130
1305,0,130
1331,0,130
1409,0,130
1695,0,130
1277,0,116
1499,0,116
1678,0,116
128,0,131
137,0,131
253,0,131
259,0,131
423,0,131
424,0,131
482,0,131
551,0,131
1282,0,6
1646,0,6
129,0,39
1724,0,39
1667,0,126
1293,0,1
1297,0,111
1346,0,111
13,0,95
15,0,95
520,0,132
1590,0,73
1634,0,73
222,0,112
578,0,112
790,0,73
801,0,112
1301,0,133
1392,0,133
1563,0,133
1588,0,133
1308,0,130
1366,0,130
1306,0,86
1594,0,86
131,0,92
1513,0,92
1558,0,92
1740,0,92
215,0,92
220,0,92
388,0,92
404,0,92
1312,0,134
1672,0,134
1313,0,135
1453,0,135
1318,0,62
1319,0,25
1320,0,81
1599,0,81
1600,0,81
1631,0,81
1764,0,81
1367,0,48
1437,0,48
1708,0,48
251,0,113
511,0,113
559,0,113
570,0,113
826,0,113
1332,0,111
1333,0,134
1697,0,134
1336,0,136
1419,0,136
1517,0,136
1337,0,46
1341,0,137
1684,0,137
1536,0,25
1448,0,103
1614,0,138
1422,0,47
1357,0,7
1442,0,75
1443,0,75
1451,0,75
139,0,5
571,0,5
1743,0,24
1368,0,139
1565,0,139
1671,0,140
138,0,6
189,0,6
236,0,6
238,0,6
242,0,141
254,0,6
274,0,6
298,0,6
475,0,6
555,0,6
612,0,6
1380,0,20
1381,0,20
1393,0,20
1449,0,20
1382,0,109
1384,0,93
1763,0,93
1385,0,67
1749,0,67
1386,0,142
1501,0,142
1523,0,135
1745,0,142
1491,0,7
1389,0,65
319,0,143
491,0,143
1390,0,7
1591,0,7
1399,0,144
1597,0,144
1325,0,104
305,0,104
1401,0,61
1710,0,61
1402,0,11
1731,0,11
1415,0,20
1535,0,20
1609,0,20
1640,0,20
478,0,12
663,0,20
707,0,20
827,0,12
905,0,12
1741,0,136
142,0,28
181,0,28
197,0,28
213,0,28
374,0,28
908,0,28
911,0,28
1420,0,126
1426,0,112
1460,0,145
144,0,37
148,0,37
1441,0,145
1447,0,146
1658,0,146
145,0,28
1506,0,75
1454,0,30
1553,0,76
146,0,69
1464,0,20
147,0,75
1177,0,75
1281,0,58
243,0,58
382,0,75
681,0,75
793,0,75
855,0,75
1550,0,61
1691,0,134
1693,0,134
1676,0,1
149,0,147
1424,0,147
371,0,147
383,0,147
843,0,147
876,0,147
893,0,147
150,0,16
360,0,16
583,0,16
151,0,66
198,0,66
362,0,66
588,0,66
713,0,66
802,0,66
1511,0,148
152,0,7
161,0,7
256,0,7
1521,0,92
1726,0,92
1525,0,80
1543,0,80
1723,0,19
1722,0,17
153,0,33
211,0,33
352,0,33
530,0,33
634,0,33
652,0,33
712,0,33
803,0,33
852,0,33
853,0,33
854,0,33
895,0,33
1530,0,107
1637,0,107
1696,0,107
1533,0,149
1662,0,149
154,0,47
519,0,47
647,0,47
850,0,47
155,0,93
1656,0,93
773,0,93
1552,0,51
1555,0,13
156,0,32
157,0,11
158,0,11
476,0,11
1571,0,143
1592,0,143
1573,0,150
1687,0,150
1706,0,150
1578,0,72
1709,0,119
159,0,32
303,0,76
16,0,90
269,0,90
604,0,90
763,0,90
787,0,90
811,0,90
160,0,151
1059,0,152
244,0,151
1601,0,153
1717,0,153
1647,0,40
219,0,7
162,0,118
425,0,118
163,0,61
165,0,61
320,0,61
490,0,61
589,0,61
703,0,61
834,0,61
164,0,154
280,0,154
1739,0,20
322,0,117
348,0,117
526,0,117
758,0,66
166,0,27
622,0,27
1661,0,83
167,0,92
1278,0,92
