Id,Label,SLPA
967,0,1
968,0,1
969,0,1
970,0,1
971,0,1
972,0,1
973,0,1
974,0,1
975,0,1
976,0,1
977,0,1
978,0,1
979,0,1
980,0,1
981,0,1
982,0,1
983,0,1
984,0,1
985,0,730
986,0,1
987,0,1
988,0,1
989,0,1
990,0,1
991,0,1
992,0,1
993,0,1
994,0,1
995,0,1
996,0,1
997,0,1
998,0,1
999,0,1
1000,0,1
1001,0,1
1002,0,1
1003,0,1
1004,0,1329
1005,0,586
1006,0,1039
1007,0,1439
1008,0,1039
1009,0,249
1010,0,611
1011,0,1012
1012,0,1012
1013,0,476
1014,0,141
1015,0,274
1016,0,426
1017,0,1017
1018,0,360
1019,0,734
1020,0,1688
1021,0,446
1022,0,245
1023,0,1017
1024,0,1345
1025,0,1
1026,0,1172
1027,0,908
1028,0,71
1029,0,141
1030,0,1701
1031,0,165
1032,0,51
1033,0,140
1034,0,733
1035,0,1
1036,0,1321
1037,0,1
1038,0,241
1039,0,1039
1040,0,744
1041,0,1041
1042,0,744
1043,0,1439
1044,0,-2
1045,0,792
1046,0,516
1047,0,378
1048,0,342
1049,0,1321
1050,0,1452
1051,0,241
1052,0,241
1053,0,618
1054,0,1439
1055,0,-2
1056,0,241
1057,0,1613
1058,0,130
1059,0,507
1060,0,1349
1061,0,225
1062,0,796
1063,0,1
1064,0,812
1065,0,1345
1066,0,1172
1067,0,864
1068,0,241
1069,0,733
1070,0,1568
1071,0,1
1072,0,1439
1073,0,1452
1074,0,360
1075,0,1286
1076,0,721
1077,0,408
1078,0,485
1079,0,760
1080,0,6
1081,0,165
1082,0,-2
1083,0,796
1084,0,1113
1085,0,274
1086,0,564
1087,0,1345
1088,0,1
1089,0,1
1090,0,812
1091,0,722
1092,0,887
1093,0,528
1094,0,-2
1095,0,864
1096,0,1680
1097,0,1349
1098,0,701
1099,0,-2
1100,0,1127
1101,0,1456
1102,0,793
1103,0,1
1104,0,768
1105,0,639
1106,0,823
1107,0,245
1108,0,1456
1109,0,274
1110,0,-2
1111,0,1
1112,0,1127
1113,0,1113
1114,0,1771
1115,0,1330
1116,0,643
1117,0,461
1118,0,241
1119,0,45
1120,0,1345
1121,0,887
1122,0,35
1123,0,820
1124,0,604
1125,0,1127
1126,0,1113
1127,0,793
1128,0,1374
1129,0,528
1130,0,668
1131,0,342
1132,0,1334
1133,0,342
1134,0,342
1135,0,1113
1136,0,1334
1137,0,485
1138,0,744
1139,0,643
1140,0,1
1141,0,722
1142,0,1
1143,0,1
1144,0,1
1145,0,550
1146,0,618
1147,0,1
1148,0,165
1149,0,848
1150,0,765
1151,0,1073
1152,0,1349
1153,0,1330
1154,0,365
1155,0,820
1156,0,625
1157,0,684
1158,0,1
1159,0,6
1160,0,1214
1161,0,1701
1162,0,639
1163,0,908
1164,0,274
1165,0,1
1166,0,130
1167,0,6
1168,0,1
1169,0,6
1170,0,1334
1171,0,6
1172,0,1172
1173,0,618
1174,0,820
1175,0,6
1176,0,1329
1177,0,793
1178,0,380
1179,0,1
1180,0,6
1181,0,274
1182,0,1
1183,0,1
1184,0,245
1185,0,796
1186,0,908
1187,0,679
1188,0,611
1189,0,51
1190,0,1
1191,0,278
1192,0,47
1193,0,130
1194,0,47
1195,0,1039
1196,0,639
1197,0,1354
1198,0,684
1199,0,511
1200,0,1
1201,0,-2
1202,0,1701
1203,0,1439
1204,0,1613
1205,0,35
1206,0,1701
1207,0,186
1208,0,285
1209,0,537
1210,0,1
1211,0,1
1212,0,1286
1213,0,1
1214,0,1214
1215,0,1
1216,0,611
1217,0,722
1218,0,765
1219,0,760
1220,0,250
1221,0,378
1222,0,130
1223,0,130
1224,0,1
1225,0,285
1226,0,1334
1227,0,1
1228,0,1
1229,0,1
1230,0,1
1231,0,-2
1232,0,744
1233,0,-2
1234,0,274
1235,0,165
1236,0,1439
1237,0,797
1238,0,1308
1239,0,-2
1240,0,485
1241,0,1334
1242,0,1
1243,0,1
1244,0,1172
1245,0,165
1246,0,765
1247,0,1073
1248,0,586
1249,0,452
1250,0,452
1251,0,796
1252,0,446
1253,0,1257
1254,0,446
1255,0,1257
1256,0,446
1257,0,1257
1258,0,1341
1259,0,1257
1260,0,1113
1261,0,1
1262,0,550
1263,0,550
1264,0,550
1265,0,-2
1266,0,165
1267,0,1494
1268,0,1172
1269,0,-2
1270,0,1
1271,0,1494
1272,0,-2
1273,0,1
1274,0,1354
1275,0,1308
1276,0,1
1277,0,485
1278,0,-2
1279,0,1329
1280,0,165
1281,0,793
1282,0,274
1283,0,51
1284,0,793
1285,0,51
1286,0,1286
1287,0,1
1288,0,446
1289,0,1257
1290,0,1257
1291,0,452
1292,0,1039
1293,0,1
1294,0,1257
1295,0,1257
1296,0,1
1297,0,1354
1298,0,1257
1299,0,768
1300,0,1017
1301,0,1588
1302,0,-2
1303,0,-2
1304,0,1613
1305,0,1308
1306,0,535
1307,0,-2
1308,0,1308
1309,0,6
1310,0,848
1311,0,446
1312,0,539
1313,0,1523
1314,0,1688
1315,0,165
1316,0,476
1317,0,342
1318,0,668
1319,0,1345
1320,0,1599
1321,0,1321
1322,0,51
1323,0,278
1324,0,1727
1325,0,625
1326,0,637
1327,0,796
1328,0,-2
1329,0,1329
1330,0,1330
1331,0,1308
1332,0,1354
1333,0,539
1334,0,1334
1335,0,165
1336,0,299
1337,0,393
1338,0,1771
1339,0,535
1340,0,430
1341,0,1341
1342,0,1439
1343,0,1
1344,0,35
1345,0,1345
1346,0,1354
1347,0,6
1348,0,820
1349,0,1349
1350,0,1349
1351,0,1329
1352,0,165
1353,0,241
1354,0,1354
1355,0,1286
1356,0,1354
1357,0,-2
1358,0,241
1359,0,793
1360,0,1330
1361,0,1374
1362,0,744
1363,0,245
1364,0,844
1365,0,1334
1366,0,1308
1367,0,-2
1368,0,546
1369,0,241
1370,0,51
1371,0,446
1372,0,604
1373,0,1345
1374,0,1374
1375,0,1308
1376,0,177
1377,0,1334
1378,0,550
1379,0,1479
1380,0,306
1381,0,306
1382,0,814
1383,0,1
1384,0,722
1385,0,722
1386,0,191
1387,0,1701
1388,0,1039
1389,0,186
1390,0,1039
1391,0,278
1392,0,1588
1393,0,306
1394,0,186
1395,0,528
1396,0,1330
1397,0,-2
1398,0,1688
1399,0,-2
1400,0,6
1401,0,165
1402,0,476
1403,0,796
1404,0,1
1405,0,1439
1406,0,-2
1407,0,797
1408,0,797
1409,0,1308
1410,0,668
1411,0,51
1412,0,342
1413,0,1012
1414,0,744
1415,0,241
1416,0,1214
1417,0,1
1418,0,1214
1419,0,299
1420,0,452
1421,0,528
1422,0,1286
1423,0,1
1424,0,383
1425,0,1349
1426,0,130
1427,0,908
1428,0,249
1429,0,278
1430,0,274
1431,0,1479
1432,0,625
1433,0,820
1434,0,1329
1435,0,744
1436,0,793
1437,0,-2
1438,0,365
1439,0,1439
1440,0,1286
1441,0,252
1442,0,793
1443,0,793
1444,0,1113
1445,0,342
1446,0,1073
1447,0,900
1448,0,820
1449,0,306
1450,0,-2
1451,0,793
1452,0,1452
1453,0,1523
1454,0,1701
1455,0,1257
1456,0,1456
1457,0,516
1458,0,1479
1459,0,722
1460,0,252
1461,0,637
1462,0,586
1463,0,734
1464,0,241
1465,0,848
1466,0,639
1467,0,730
1468,0,908
1469,0,604
1470,0,1214
1471,0,1172
1472,0,1
1473,0,1345
1474,0,360
1475,0,360
1476,0,186
1477,0,241
1478,0,35
1479,0,1479
1480,0,1
1481,0,141
1482,0,796
1483,0,342
1484,0,485
1485,0,550
1486,0,426
1487,0,535
1488,0,550
1489,0,1329
1490,0,625
1491,0,1039
1492,0,1017
1493,0,484
1494,0,1494
1495,0,611
1496,0,1345
1497,0,1
1498,0,564
1499,0,485
1500,0,537
1501,0,191
1502,0,47
1503,0,564
1504,0,618
1505,0,611
1506,0,793
1507,0,274
1508,0,701
1509,0,274
1510,0,446
1511,0,1354
1512,0,1701
1513,0,-2
1514,0,1
1515,0,1349
1516,0,564
1517,0,299
1518,0,812
1519,0,713
1520,0,274
1521,0,-2
1522,0,51
1523,0,-2
1524,0,528
1525,0,823
1526,0,235
1527,0,1613
1528,0,679
1529,0,765
1530,0,1729
1531,0,1345
1532,0,1345
1533,0,408
1534,0,285
1535,0,241
1536,0,1345
1537,0,812
1538,0,35
1539,0,249
1540,0,6
1541,0,797
1542,0,485
1543,0,823
1544,0,848
1545,0,887
1546,0,485
1547,0,722
1548,0,1321
1549,0,604
1550,0,1214
1551,0,1456
1552,0,796
1553,0,1456
1554,0,550
1555,0,209
1556,0,796
1557,0,446
1558,0,-2
1559,0,191
1560,0,1701
1561,0,446
1562,0,1329
1563,0,1588
1564,0,1349
1565,0,546
1566,0,446
1567,0,191
1568,0,1568
1569,0,446
1570,0,446
1571,0,491
1572,0,446
1573,0,629
1574,0,1727
1575,0,796
1576,0,51
1577,0,446
1578,0,-2
1579,0,378
1580,0,1
1581,0,446
1582,0,446
1583,0,446
1584,0,796
1585,0,51
1586,0,1599
1587,0,51
1588,0,1588
1589,0,1494
1590,0,241
1591,0,1039
1592,0,491
1593,0,446
1594,0,535
1595,0,796
1596,0,1172
1597,0,-2
1598,0,446
1599,0,1599
1600,0,1599
1601,0,241
1602,0,511
1603,0,1041
1604,0,1017
1605,0,1113
1606,0,446
1607,0,446
1608,0,848
1609,0,241
1610,0,550
1611,0,446
1612,0,550
1613,0,1613
1614,0,241
1615,0,1039
1616,0,908
1617,0,-2
1618,0,1041
1619,0,446
1620,0,864
1621,0,1354
1622,0,797
1623,0,1354
1624,0,820
1625,0,274
1626,0,165
1627,0,528
1628,0,550
1629,0,485
1630,0,446
1631,0,1599
1632,0,274
1633,0,45
1634,0,241
1635,0,241
1636,0,130
1637,0,1729
1638,0,177
1639,0,241
1640,0,241
1641,0,241
1642,0,177
1643,0,241
1644,0,511
1645,0,393
1646,0,274
1647,0,1041
1648,0,446
1649,0,903
1650,0,446
1651,0,165
1652,0,679
1653,0,-2
1654,0,1286
1655,0,360
1656,0,722
1657,0,1039
1658,0,900
1659,0,611
1660,0,797
1661,0,1771
1662,0,408
1663,0,793
1664,0,672
1665,0,80
1666,0,446
1667,0,452
1668,0,241
1669,0,1354
1670,0,1374
1671,0,1308
1672,0,539
1673,0,360
1674,0,848
1675,0,446
1676,0,1
1677,0,241
1678,0,485
1679,0,1
1680,0,1039
1681,0,1681
1682,0,1039
1683,0,1113
1684,0,1341
1685,0,812
1686,0,274
1687,0,629
1688,0,1688
1689,0,744
1690,0,51
1691,0,539
1692,0,342
1693,0,539
1694,0,51
1695,0,1308
1696,0,1729
1697,0,539
1698,0,1012
1699,0,342
1700,0,452
1701,0,1701
1702,0,550
1703,0,684
1704,0,1
1705,0,701
1706,0,629
1707,0,1286
1708,0,1437
1709,0,378
1710,0,165
1711,0,6
1712,0,241
1713,0,797
1714,0,446
1715,0,796
1716,0,1439
1717,0,241
1718,0,1329
1719,0,1330
1720,0,507
1721,0,245
1722,0,1613
1723,0,235
1724,0,1724
1725,0,209
1726,0,-2
1727,0,1727
1728,0,140
1729,0,1729
1730,0,241
1731,0,476
1732,0,625
1733,0,908
1734,0,250
1735,0,1113
1736,0,1
1737,0,77
1738,0,51
1739,0,393
1740,0,-2
1741,0,299
1742,0,1
1743,0,245
1744,0,1
1745,0,191
1746,0,796
1747,0,1172
1748,0,722
1749,0,722
1750,0,1671
1751,0,550
1752,0,744
1753,0,1113
1754,0,765
1755,0,792
1756,0,1039
1757,0,516
1758,0,1
1759,0,-2
1760,0,1172
1761,0,760
1762,0,887
1763,0,722
1764,0,1599
1765,0,-2
1766,0,51
1767,0,209
1768,0,1479
1769,0,1354
1770,0,165
1771,0,1771
