Source,Target,Type,Id,Weight
368,369,undirected,731,1
37,137,undirected,732,1
37,80,undirected,733,1
37,81,undirected,734,1
37,82,undirected,735,1
370,401,undirected,736,1
370,513,undirected,737,1
371,372,undirected,738,1
371,373,undirected,739,1
371,519,undirected,740,1
371,520,undirected,741,1
372,373,undirected,742,1
372,525,undirected,743,1
372,596,undirected,744,1
372,597,undirected,745,1
372,598,undirected,746,1
372,620,undirected,747,1
373,519,undirected,748,1
373,520,undirected,749,1
374,419,undirected,750,1
374,552,undirected,751,1
375,376,undirected,752,1
376,392,undirected,753,1
376,422,undirected,754,1
376,561,undirected,755,1
376,576,undirected,756,1
377,378,undirected,757,1
377,379,undirected,758,1
378,379,undirected,759,1
378,505,undirected,760,1
378,536,undirected,761,1
378,539,undirected,762,1
378,540,undirected,763,1
38,39,undirected,764,1
38,40,undirected,765,1
380,381,undirected,766,1
380,626,undirected,767,1
380,627,undirected,768,1
380,628,undirected,769,1
381,473,undirected,770,1
381,615,undirected,771,1
381,616,undirected,772,1
382,383,undirected,773,1
382,384,undirected,774,1
383,384,undirected,775,1
383,427,undirected,776,1
383,542,undirected,777,1
384,507,undirected,778,1
384,542,undirected,779,1
384,543,undirected,780,1
384,544,undirected,781,1
385,386,undirected,782,1
386,401,undirected,783,1
386,475,undirected,784,1
386,578,undirected,785,1
387,388,undirected,786,1
387,389,undirected,787,1
388,389,undirected,788,1
39,130,undirected,789,1
39,254,undirected,790,1
39,255,undirected,791,1
39,281,undirected,792,1
39,282,undirected,793,1
39,351,undirected,794,1
39,40,undirected,795,1
39,492,undirected,796,1
39,499,undirected,797,1
39,507,undirected,798,1
391,392,undirected,799,1
391,393,undirected,800,1
391,395,undirected,801,1
392,393,undirected,802,1
392,488,undirected,803,1
392,576,undirected,804,1
393,395,undirected,805,1
394,395,undirected,806,1
394,396,undirected,807,1
394,397,undirected,808,1
394,398,undirected,809,1
395,396,undirected,810,1
395,397,undirected,811,1
395,398,undirected,812,1
396,397,undirected,813,1
396,398,undirected,814,1
397,398,undirected,815,1
399,500,undirected,816,1
4,277,undirected,817,1
4,29,undirected,818,1
4,436,undirected,819,1
4,478,undirected,820,1
4,5,undirected,821,1
4,512,undirected,822,1
4,92,undirected,823,1
40,145,undirected,824,1
40,181,undirected,825,1
40,302,undirected,826,1
40,48,undirected,827,1
40,50,undirected,828,1
40,93,undirected,829,1
400,401,undirected,830,1
400,474,undirected,831,1
400,578,undirected,832,1
401,444,undirected,833,1
401,473,undirected,834,1
401,474,undirected,835,1
401,475,undirected,836,1
401,578,undirected,837,1
402,403,undirected,838,1
402,404,undirected,839,1
403,404,undirected,840,1
405,406,undirected,841,1
405,407,undirected,842,1
406,407,undirected,843,1
408,409,undirected,844,1
409,612,undirected,845,1
41,173,undirected,846,1
41,185,undirected,847,1
41,243,undirected,848,1
41,244,undirected,849,1
41,42,undirected,850,1
41,429,undirected,851,1
41,437,undirected,852,1
41,450,undirected,853,1
41,47,undirected,854,1
41,472,undirected,855,1
41,605,undirected,856,1
41,71,undirected,857,1
41,72,undirected,858,1
410,411,undirected,859,1
410,412,undirected,860,1
410,553,undirected,861,1
411,412,undirected,862,1
413,414,undirected,863,1
413,415,undirected,864,1
414,415,undirected,865,1
414,417,undirected,866,1
414,492,undirected,867,1
414,493,undirected,868,1
416,417,undirected,869,1
416,418,undirected,870,1
417,418,undirected,871,1
42,130,undirected,872,1
42,243,undirected,873,1
42,244,undirected,874,1
42,590,undirected,875,1
420,421,undirected,876,1
421,511,undirected,877,1
424,425,undirected,878,1
424,541,undirected,879,1
426,427,undirected,880,1
428,593,undirected,881,1
43,44,undirected,882,1
430,431,undirected,883,1
430,432,undirected,884,1
430,433,undirected,885,1
431,432,undirected,886,1
