Id,Label,Walktrap
1160,0,167
1416,0,167
1418,0,167
1470,0,167
1161,0,42
1170,0,181
1512,0,42
1163,0,36
1427,0,259
1487,0,36
1503,0,36
1733,0,259
1729,0,90
1744,0,261
117,0,82
134,0,82
140,0,82
255,0,82
257,0,82
556,0,82
874,0,82
1226,0,181
1365,0,181
1747,0,23
1174,0,154
1433,0,154
1176,0,260
1489,0,260
118,0,0
1188,0,64
119,0,80
143,0,80
1638,0,80
177,0,80
270,0,80
420,0,80
782,0,80
1391,0,28
1429,0,28
1192,0,1
1194,0,1
1502,0,1
1621,0,185
1669,0,185
1193,0,68
1222,0,68
1636,0,68
1195,0,162
1378,0,162
1388,0,162
1197,0,185
1274,0,185
1354,0,185
1356,0,185
1623,0,185
1769,0,185
1199,0,178
1602,0,178
1644,0,178
12,0,44
14,0,44
18,0,44
192,0,44
22,0,44
625,0,44
697,0,44
120,0,101
127,0,101
1201,0,94
1303,0,94
1397,0,94
1203,0,27
1208,0,111
1534,0,111
1209,0,222
1500,0,222
1546,0,158
1635,0,0
250,0,29
581,0,0
590,0,83
1214,0,167
1217,0,169
1547,0,169
1218,0,155
1529,0,155
1754,0,155
1219,0,257
1761,0,257
122,0,90
1220,0,29
1734,0,29
1221,0,206
1579,0,206
1225,0,60
123,0,40
133,0,178
1681,0,40
553,0,40
577,0,40
599,0,40
1232,0,142
1435,0,142
1689,0,142
1233,0,151
1234,0,12
1237,0,136
1407,0,136
1408,0,136
1541,0,136
1622,0,136
1660,0,136
1713,0,136
1238,0,97
1375,0,97
1239,0,53
124,0,175
1324,0,175
1574,0,175
1727,0,175
1240,0,15
1484,0,158
1244,0,65
1315,0,22
1248,0,32
1462,0,32
1249,0,86
1291,0,86
125,0,40
1250,0,98
1700,0,98
1253,0,194
1255,0,194
1257,0,194
1259,0,194
1290,0,194
1294,0,194
1295,0,194
1298,0,194
1455,0,194
1371,0,43
1557,0,43
1561,0,43
1566,0,43
1569,0,43
1570,0,43
1572,0,43
1577,0,43
1581,0,43
1582,0,43
1583,0,43
1593,0,43
1598,0,43
1606,0,43
1607,0,43
1611,0,43
1619,0,43
1630,0,43
1650,0,43
1666,0,43
1675,0,43
1261,0,7
1266,0,218
1267,0,14
1271,0,14
1494,0,14
1589,0,14
1272,0,233
1450,0,233
1275,0,71
1305,0,71
1331,0,71
1409,0,71
1695,0,71
1277,0,158
1499,0,85
1678,0,158
128,0,198
137,0,198
253,0,198
259,0,198
423,0,198
424,0,198
482,0,198
551,0,198
1282,0,67
1646,0,67
129,0,106
1724,0,106
1667,0,86
1293,0,99
1297,0,102
1346,0,102
13,0,214
15,0,214
520,0,161
1590,0,0
1634,0,0
222,0,68
578,0,68
790,0,0
801,0,68
1301,0,251
1392,0,251
1563,0,251
1588,0,251
1308,0,71
1366,0,71
1306,0,121
1594,0,121
131,0,16
1513,0,16
1558,0,16
1740,0,16
215,0,16
220,0,16
388,0,37
404,0,16
1312,0,146
1672,0,146
1313,0,63
1453,0,63
1318,0,81
1319,0,24
1320,0,143
1599,0,143
1600,0,143
1631,0,143
1764,0,143
1367,0,25
1437,0,25
1708,0,25
251,0,178
511,0,178
559,0,178
570,0,178
826,0,178
1332,0,92
1333,0,249
1697,0,249
1336,0,170
1419,0,170
1517,0,170
1337,0,77
1341,0,76
1684,0,76
1536,0,24
1448,0,248
1614,0,0
1422,0,93
1357,0,162
1442,0,6
1443,0,6
1451,0,6
139,0,33
571,0,3
1743,0,17
1368,0,126
1565,0,38
1671,0,96
138,0,166
189,0,166
236,0,166
238,0,166
242,0,134
254,0,166
274,0,166
298,0,166
475,0,166
555,0,166
612,0,166
1380,0,112
1381,0,112
1393,0,112
1449,0,112
1382,0,197
1384,0,247
1763,0,247
1385,0,61
1749,0,61
1386,0,59
1501,0,59
1523,0,63
1745,0,59
1491,0,160
1389,0,79
319,0,33
491,0,119
1390,0,160
1591,0,160
1399,0,43
1597,0,43
1325,0,246
305,0,246
1401,0,129
1710,0,129
1402,0,180
1731,0,180
1415,0,31
1535,0,31
1609,0,55
1640,0,55
478,0,66
663,0,31
707,0,0
827,0,66
905,0,66
1741,0,245
142,0,91
181,0,91
197,0,91
213,0,91
374,0,91
908,0,91
911,0,91
1420,0,86
1426,0,68
1460,0,49
144,0,189
148,0,189
1441,0,49
1447,0,223
1658,0,223
145,0,259
1506,0,6
1454,0,42
1553,0,62
146,0,18
1464,0,55
147,0,6
1177,0,6
1281,0,6
243,0,5
382,0,6
681,0,6
793,0,6
855,0,6
1550,0,22
1691,0,173
1693,0,173
1676,0,100
149,0,202
1424,0,202
371,0,202
383,0,202
843,0,202
876,0,202
893,0,202
150,0,35
360,0,35
583,0,35
151,0,56
198,0,56
362,0,56
588,0,56
713,0,56
802,0,56
1511,0,137
152,0,83
161,0,83
256,0,83
1521,0,113
1726,0,113
1525,0,30
1543,0,30
1723,0,57
1722,0,78
153,0,118
211,0,118
352,0,118
530,0,118
634,0,118
652,0,118
712,0,118
803,0,118
852,0,118
853,0,118
854,0,118
895,0,118
1530,0,90
1637,0,90
1696,0,90
1533,0,75
1662,0,75
154,0,87
519,0,87
647,0,27
850,0,87
155,0,70
1656,0,70
773,0,70
1552,0,114
1555,0,149
156,0,8
157,0,180
158,0,180
476,0,180
1571,0,119
1592,0,119
1573,0,1
1687,0,1
1706,0,1
1578,0,141
1709,0,206
159,0,8
303,0,62
16,0,148
269,0,148
604,0,148
763,0,148
787,0,148
811,0,148
160,0,140
1059,0,171
244,0,140
1601,0,9
1717,0,9
1647,0,230
219,0,83
162,0,29
425,0,29
163,0,22
165,0,22
320,0,22
490,0,22
589,0,22
703,0,22
834,0,22
164,0,52
280,0,52
1739,0,77
322,0,167
348,0,167
526,0,167
758,0,167
166,0,65
622,0,65
1661,0,69
167,0,144
1278,0,116
183,0,144
233,0,144
1750,0,96
168,0,199
341,0,199
421,0,199
720,0,216
828,0,199
846,0,216
887,0,199
899,0,199
169,0,9
231,0,9
406,0,12
427,0,9
1692,0,124
17,0,133
369,0,133
170,0,103
263,0,103
585,0,32
171,0,223
900,0,153
172,0,235
174,0,235
378,0,235
644,0,235
658,0,235
764,0,235
871,0,235
890,0,235
173,0,150
1076,0,231
504,0,231
531,0,150
721,0,231
732,0,150
1736,0,7
175,0,132
1562,0,132
176,0,81
196,0,81
668,0,81
669,0,159
1376,0,176
178,0,49
179,0,243
1138,0,243
786,0,142
180,0,31
182,0,90
204,0,90
212,0,90
377,0,90
778,0,90
184,0,157
185,0,12
239,0,12
610,0,12
187,0,74
903,0,74
609,0,240
678,0,240
19,0,242
312,0,62
913,0,242
190,0,19
505,0,19
191,0,59
1559,0,55
1567,0,59
392,0,55
193,0,17
194,0,245
1406,0,121
207,0,81
536,0,121
546,0,38
884,0,56
199,0,14
229,0,14
509,0,14
2,0,214
20,0,18
1524,0,105
23,0,18
464,0,0
799,0,49
201,0,91
202,0,179
592,0,179
648,0,179
203,0,225
286,0,225
472,0,225
205,0,173
804,0,146
206,0,149
1767,0,122
389,0,149
208,0,17
774,0,17
21,0,184
321,0,184
351,0,184
43,0,184
516,0,184
527,0,184
633,0,184
683,0,184
92,0,184
210,0,58
544,0,16
216,0,0
218,0,5
226,0,5
760,0,5
817,0,5
818,0,5
833,0,5
962,0,5
1110,0,22
29,0,22
798,0,43
221,0,27
368,0,27
605,0,27
630,0,27
224,0,203
318,0,203
550,0,203
579,0,203
642,0,203
664,0,203
685,0,203
724,0,203
858,0,203
227,0,176
533,0,121
228,0,182
261,0,182
306,0,112
749,0,112
30,0,18
528,0,18
745,0,18
805,0,18
849,0,18
232,0,4
1677,0,4
572,0,4
695,0,0
234,0,146
539,0,146
237,0,17
245,0,17
246,0,17
573,0,17
1520,0,12
24,0,60
285,0,60
466,0,60
479,0,60
847,0,60
240,0,31
824,0,31
395,0,134
540,0,134
499,0,5
650,0,22
718,0,22
848,0,5
872,0,5
701,0,17
742,0,17
549,0,17
247,0,187
597,0,51
725,0,51
823,0,187
860,0,187
249,0,54
1539,0,54
25,0,238
405,0,238
985,0,127
1643,0,29
769,0,204
252,0,49
506,0,49
584,0,49
535,0,36
258,0,37
534,0,37
561,0,0
26,0,161
370,0,161
656,0,161
689,0,161
694,0,161
731,0,161
87,0,161
557,0,36
264,0,183
1720,0,183
273,0,183
297,0,183
507,0,183
705,0,135
265,0,55
391,0,55
266,0,0
521,0,0
268,0,205
687,0,205
755,0,205
27,0,22
677,0,22
711,0,131
715,0,131
754,0,2
77,0,2
772,0,131
812,0,131
825,0,131
83,0,131
892,0,131
915,0,131
272,0,41
1610,0,236
1612,0,41
275,0,236
314,0,41
641,0,41
276,0,32
1005,0,32
635,0,32
277,0,195
28,0,108
284,0,108
548,0,108
624,0,108
657,0,108
708,0,108
747,0,108
837,0,108
882,0,108
281,0,63
304,0,63
483,0,88
569,0,63
627,0,63
282,0,15
1542,0,15
512,0,15
283,0,75
1077,0,75
408,0,75
608,0,60
287,0,174
309,0,174
525,0,156
768,0,174
883,0,174
289,0,34
501,0,34
699,0,22
291,0,93
739,0,93
750,0,93
898,0,93
906,0,93
292,0,6
293,0,208
1117,0,208
294,0,208
461,0,137
673,0,208
295,0,73
576,0,73
607,0,73
296,0,92
821,0,171
299,0,170
881,0,158
3,0,49
300,0,74
301,0,78
1304,0,78
344,0,78
488,0,78
563,0,78
819,0,78
302,0,217
518,0,217
679,0,217
862,0,217
594,0,62
640,0,62
808,0,62
307,0,28
308,0,232
313,0,232
865,0,39
31,0,211
1047,0,7
1147,0,7
1679,0,7
384,0,7
646,0,7
753,0,7
759,0,7
838,0,7
748,0,41
315,0,158
485,0,158
316,0,88
1493,0,88
484,0,88
317,0,21
816,0,21
498,0,33
794,0,33
32,0,114
337,0,43
394,0,114
401,0,114
418,0,114
437,0,114
440,0,114
665,0,114
796,0,114
886,0,114
323,0,196
547,0,196
600,0,196
324,0,43
325,0,43
326,0,43
327,0,43
328,0,43
329,0,43
330,0,43
332,0,43
335,0,43
336,0,43
338,0,43
339,0,43
345,0,43
346,0,43
347,0,43
398,0,43
399,0,43
400,0,43
409,0,43
410,0,43
412,0,43
413,0,43
414,0,43
415,0,43
416,0,43
417,0,43
419,0,43
431,0,43
432,0,43
433,0,43
434,0,43
435,0,43
438,0,43
439,0,43
441,0,43
442,0,43
444,0,43
445,0,43
446,0,43
447,0,43
450,0,43
451,0,43
453,0,43
455,0,43
456,0,43
457,0,43
468,0,43
469,0,43
493,0,43
494,0,43
495,0,43
496,0,43
497,0,43
33,0,189
331,0,86
397,0,86
402,0,86
411,0,86
436,0,86
448,0,86
449,0,86
452,0,86
454,0,86
333,0,262
334,0,89
422,0,89
428,0,89
458,0,89
538,0,89
1311,0,43
443,0,43
471,0,43
34,0,65
290,0,65
67,0,65
76,0,65
340,0,97
342,0,124
489,0,124
628,0,124
757,0,124
343,0,117
1053,0,117
349,0,234
660,0,234
729,0,234
35,0,213
350,0,239
873,0,239
353,0,136
354,0,204
1554,0,204
355,0,255
1510,0,255
356,0,193
426,0,193
666,0,193
357,0,163
690,0,163
691,0,163
358,0,23
684,0,23
726,0,23
359,0,30
36,0,174
361,0,154
700,0,154
820,0,154
869,0,154
363,0,42
364,0,218
806,0,218
365,0,188
839,0,188
366,0,50
618,0,50
653,0,50
367,0,105
37,0,52
1028,0,52
71,0,138
72,0,52
78,0,52
86,0,52
372,0,38
373,0,226
492,0,226
379,0,10
380,0,10
767,0,10
38,0,203
39,0,203
90,0,203
1178,0,10
693,0,10
1270,0,7
851,0,233
861,0,233
407,0,11
396,0,219
4,0,5
40,0,197
813,0,197
814,0,197
815,0,197
41,0,187
42,0,7
462,0,9
429,0,212
430,0,212
44,0,6
45,0,195
98,0,195
459,0,209
606,0,209
46,0,0
460,0,126
582,0,126
568,0,137
709,0,137
465,0,27
467,0,253
470,0,253
47,0,1
486,0,1
629,0,1
877,0,1
473,0,135
688,0,135
474,0,258
1492,0,258
477,0,72
1461,0,72
637,0,72
696,0,72
48,0,31
480,0,192
623,0,192
744,0,142
867,0,192
487,0,252
879,0,252
49,0,33
5,0,44
50,0,3
500,0,109
1626,0,34
515,0,34
503,0,67
508,0,177
1157,0,177
675,0,125
728,0,177
51,0,118
510,0,250
1664,0,250
615,0,250
672,0,250
740,0,26
717,0,120
513,0,263
617,0,164
514,0,0
517,0,39
1050,0,39
800,0,39
810,0,39
52,0,124
522,0,48
639,0,48
659,0,48
523,0,69
735,0,69
868,0,69
524,0,210
603,0,156
611,0,156
614,0,156
626,0,156
776,0,156
529,0,96
53,0,166
537,0,222
54,0,73
751,0,44
566,0,17
55,0,252
552,0,82
554,0,46
564,0,36
914,0,36
558,0,68
56,0,0
562,0,20
565,0,221
792,0,7
57,0,37
1068,0,4
574,0,122
575,0,185
771,0,185
58,0,49
64,0,116
580,0,20
1770,0,13
621,0,13
866,0,14
885,0,14
59,0,40
591,0,11
593,0,21
595,0,237
596,0,237
733,0,237
1648,0,51
598,0,220
1364,0,220
651,0,220
738,0,220
844,0,220
6,0,191
620,0,191
655,0,191
667,0,191
79,0,191
878,0,191
60,0,93
601,0,128
780,0,128
602,0,17
61,0,16
613,0,190
649,0,127
737,0,190
1317,0,164
1173,0,50
619,0,99
723,0,99
62,0,133
752,0,13
63,0,77
631,0,185
636,0,22
1326,0,72
638,0,71
863,0,71
643,0,227
645,0,181
698,0,181
1467,0,127
730,0,127
65,0,59
654,0,28
795,0,28
66,0,22
662,0,230
912,0,159
670,0,201
671,0,207
1703,0,125
676,0,26
807,0,26
68,0,89
682,0,120
69,0,71
692,0,27
7,0,14
70,0,172
756,0,168
704,0,110
1425,0,110
706,0,95
1206,0,95
783,0,42
1665,0,138
791,0,138
80,0,138
81,0,138
904,0,138
909,0,138
710,0,169
722,0,169
766,0,169
830,0,169
831,0,169
840,0,169
842,0,169
719,0,42
1404,0,99
727,0,76
857,0,76
1123,0,23
829,0,23
1258,0,76
73,0,44
734,0,123
836,0,123
74,0,152
832,0,152
741,0,248
746,0,47
841,0,47
1260,0,108
75,0,54
91,0,54
907,0,44
1335,0,13
762,0,118
765,0,155
870,0,155
1765,0,2
770,0,24
809,0,24
775,0,111
779,0,251
781,0,42
1642,0,80
784,0,71
788,0,7
797,0,136
896,0,136
8,0,95
1519,0,56
82,0,119
822,0,7
897,0,153
902,0,153
84,0,104
99,0,104
859,0,47
845,0,254
85,0,169
856,0,130
864,0,145
875,0,27
88,0,107
502,0,107
880,0,229
891,0,229
889,0,143
89,0,178
894,0,25
9,0,242
901,0,89
1481,0,66
93,0,46
94,0,186
95,0,58
96,0,45
97,0,37
