Id,Label,LFM
315,0,81
316,0,105
317,0,134
318,0,-2
319,0,22
320,0,22
321,0,65
322,0,65
323,0,65
324,0,65
325,0,-4
326,0,-2
327,0,-2
328,0,119
329,0,119
330,0,119
331,0,112
332,0,39
333,0,39
334,0,39
335,0,60
336,0,60
337,0,22
338,0,22
339,0,22
340,0,-2
341,0,-2
342,0,-2
343,0,-2
344,0,2
345,0,2
346,0,4
347,0,4
348,0,4
349,0,35
350,0,35
351,0,35
352,0,35
353,0,35
354,0,-2
355,0,-2
356,0,18
357,0,130
358,0,42
359,0,42
360,0,42
361,0,71
362,0,71
363,0,-2
364,0,-2
365,0,-2
366,0,98
367,0,98
368,0,37
369,0,37
370,0,42
371,0,-2
372,0,97
373,0,-2
374,0,-2
375,0,116
376,0,116
377,0,100
378,0,100
379,0,100
380,0,111
381,0,56
382,0,66
383,0,66
384,0,66
385,0,-2
386,0,-2
387,0,16
388,0,16
389,0,16
390,0,117
391,0,30
392,0,30
393,0,30
394,0,121
395,0,-2
396,0,121
397,0,121
398,0,-2
399,0,-3
400,0,-2
401,0,74
402,0,83
403,0,83
404,0,83
405,0,24
406,0,24
407,0,24
408,0,-2
409,0,-2
410,0,9
411,0,9
412,0,9
413,0,-2
414,0,63
415,0,-2
416,0,89
417,0,89
418,0,89
419,0,-3
420,0,-3
421,0,-3
422,0,-4
423,0,81
424,0,-2
425,0,-2
426,0,-2
427,0,-2
428,0,60
429,0,-2
430,0,98
431,0,98
432,0,98
433,0,98
434,0,-3
435,0,26
436,0,-2
437,0,-2
438,0,-2
439,0,-2
440,0,104
441,0,38
442,0,84
443,0,-4
444,0,106
445,0,53
446,0,53
447,0,53
448,0,104
449,0,104
450,0,-2
451,0,71
452,0,84
453,0,87
454,0,-2
455,0,-2
456,0,11
457,0,11
458,0,-2
459,0,11
460,0,11
461,0,2
462,0,2
463,0,2
464,0,2
465,0,2
466,0,2
467,0,2
468,0,-2
469,0,38
470,0,38
471,0,-4
472,0,-3
473,0,106
474,0,74
475,0,74
476,0,74
477,0,-2
478,0,-2
479,0,20
480,0,20
481,0,20
482,0,-2
483,0,60
484,0,12
485,0,12
486,0,12
487,0,86
488,0,86
489,0,86
490,0,-2
491,0,-2
492,0,63
493,0,63
494,0,-2
495,0,78
496,0,78
497,0,78
498,0,-2
499,0,132
500,0,-3
501,0,36
502,0,36
503,0,36
504,0,36
505,0,100
506,0,-3
507,0,82
508,0,-3
509,0,98
510,0,-4
511,0,-4
512,0,-2
513,0,42
514,0,-2
515,0,-2
516,0,-2
517,0,-2
518,0,-2
519,0,-2
520,0,-2
521,0,26
522,0,81
523,0,81
524,0,81
525,0,37
526,0,-2
527,0,37
528,0,131
529,0,-2
530,0,-2
531,0,-4
532,0,-4
533,0,-2
534,0,124
535,0,124
536,0,70
537,0,70
538,0,70
539,0,100
540,0,100
541,0,-3
542,0,66
543,0,66
544,0,66
545,0,-3
546,0,-3
547,0,28
548,0,28
549,0,28
550,0,-2
551,0,-2
552,0,123
553,0,7
554,0,7
555,0,7
556,0,7
557,0,7
558,0,7
559,0,7
560,0,7
561,0,114
562,0,114
563,0,114
564,0,26
565,0,26
566,0,-2
567,0,-2
568,0,96
569,0,96
570,0,96
571,0,96
572,0,96
573,0,96
574,0,96
575,0,2
576,0,2
577,0,2
578,0,74
579,0,13
580,0,13
581,0,13
582,0,13
583,0,13
584,0,-2
585,0,71
586,0,71
587,0,71
588,0,90
589,0,90
590,0,90
591,0,90
592,0,90
593,0,60
594,0,-2
595,0,73
596,0,97
597,0,97
598,0,97
599,0,18
600,0,18
601,0,18
602,0,-2
603,0,-2
604,0,-2
605,0,92
606,0,92
607,0,92
608,0,92
609,0,60
610,0,76
611,0,-4
612,0,-2
613,0,-2
614,0,60
615,0,56
616,0,56
617,0,-2
618,0,-2
