1,1,100
2,1,105
3,10,11
4,10,12
5,10,13
6,100,101
7,100,102
8,101,102
9,103,104
10,105,106
11,107,108
12,109,110
13,11,107
14,11,12
15,11,13
16,11,36
17,11,37
18,111,113
19,112,113
20,112,114
21,112,116
22,113,114
23,113,115
24,115,116
25,117,118
26,119,120
27,12,13
28,13,32
29,13,85
30,13,87
31,13,91
32,14,15
33,15,22
34,16,17
35,16,18
36,16,32
37,17,18
38,19,105
39,2,3
40,2,4
41,2,5
42,20,21
43,21,103
44,21,111
45,21,116
46,21,27
47,21,42
48,21,43
49,22,44
50,22,71
51,23,24
52,23,25
53,24,25
54,24,35
55,26,44
56,27,28
57,27,29
58,27,30
59,27,99
60,28,29
61,28,30
62,28,99
63,29,30
64,29,98
65,29,99
66,3,4
67,30,65
68,30,66
69,30,67
70,30,98
71,31,32
72,31,33
73,32,33
74,32,91
75,33,106
76,33,39
77,33,41
78,33,72
79,34,35
80,34,38
81,34,56
82,34,57
83,35,91
84,36,110
85,36,116
86,36,37
87,39,40
88,39,41
89,39,72
90,4,22
91,4,5
92,4,71
93,40,41
94,42,43
95,44,76
96,44,82
97,45,46
98,45,47
99,46,105
100,46,47
101,46,70
102,48,49
103,48,50
104,48,51
105,48,52
106,48,53
107,48,54
108,48,55
109,49,50
110,49,51
111,49,52
112,49,53
113,49,54
114,49,55
115,50,51
116,50,52
117,50,53
118,50,54
119,50,55
120,51,52
121,51,53
122,51,54
123,51,55
124,52,53
125,52,54
126,52,55
127,53,54
128,53,55
129,54,55
130,55,84
131,56,57
132,58,59
133,58,60
134,58,61
135,58,62
136,58,63
137,58,64
138,59,60
139,59,61
140,59,62
141,59,63
142,59,64
143,6,19
144,60,117
145,60,61
146,60,62
147,60,63
148,60,64
149,61,62
150,61,63
151,61,64
152,62,63
153,62,64
154,63,64
155,65,66
156,65,67
157,66,67
158,68,69
159,69,87
160,7,8
161,7,9
162,7,94
163,70,71
164,70,72
165,71,72
166,73,74
167,73,75
168,74,75
169,74,97
170,76,89
171,77,78
172,78,112
173,79,80
174,79,81
175,8,9
176,80,81
177,81,94
178,82,83
179,84,85
180,84,86
181,85,86
182,85,92
183,85,94
184,88,89
185,88,92
186,89,97
187,9,92
188,90,91
189,92,93
190,92,94
191,93,107
192,93,108
193,93,111
194,93,113
195,93,94
196,95,96
197,95,97
198,96,97
199,97,118
200,98,99
201,99,119
202,99,120
