0,1,196
1,1,165
2,1,247
3,1,108
4,1,62
5,1,222
6,1,109
7,1,215
8,1,58
9,1,171
10,1,168
11,1,79
12,1,229
13,1,6
14,1,93
15,1,252
16,1,78
17,1,169
18,1,103
19,1,12
20,1,14
21,1,42
22,1,144
23,1,177
24,1,202
25,1,236
26,1,88
27,1,124
28,1,83
29,1,190
30,1,218
31,1,184
32,1,97
33,1,148
34,1,164
35,1,9
36,1,240
37,1,170
38,1,160
39,1,86
40,1,263
41,1,32
42,1,264
43,1,90
44,1,1
45,1,191
46,1,167
47,1,262
48,1,114
49,1,175
50,1,104
51,1,217
52,1,163
53,1,55
54,1,48
55,1,172
56,1,84
57,1,110
58,1,132
59,1,122
60,1,16
61,1,43
62,1,46
63,1,189
64,1,162
65,1,185
66,1,53
67,1,40
68,1,159
69,1,192
70,1,119
71,1,210
72,1,198
73,1,201
74,1,19
75,1,57
76,1,15
77,1,106
78,1,13
79,1,166
80,1,146
81,25,175
82,58,190
83,275,148
84,158,168
85,41,93
86,43,189
87,71,189
88,210,166
89,288,168
90,159,196
91,96,222
92,269,172
93,6,14
94,230,196
95,302,86
96,16,62
97,185,62
98,198,93
99,16,191
100,140,163
101,195,93
102,269,12
103,260,170
104,149,191
105,210,167
106,59,58
107,283,1
108,266,240
109,286,48
110,303,78
111,10,97
112,223,236
113,115,262
114,219,167
115,205,210
116,16,53
117,272,62
118,272,175
119,233,55
120,86,79
121,213,53
122,68,262
123,123,184
124,293,55
125,88,210
126,282,169
127,253,83
128,218,46
129,148,175
130,24,62
131,89,12
132,207,198
133,236,9
134,24,185
135,13,175
136,2,48
137,8,48
138,173,122
139,275,162
140,62,97
141,16,172
142,271,48
143,65,175
144,287,15
145,236,93
146,23,252
147,259,62
148,281,144
149,115,175
150,186,93
151,57,167
152,241,148
153,149,12
154,139,252
155,14,168
156,213,168
157,205,191
158,150,106
159,86,171
160,197,262
161,119,14
162,115,15
163,213,190
164,276,122
165,22,252
166,59,202
167,44,104
168,182,83
169,94,1
170,70,86
171,107,252
172,18,108
173,82,79
174,86,190
175,91,170
176,98,48
177,301,14
178,55,166
179,64,190
180,187,191
181,13,144
182,78,97
183,211,40
184,7,78
185,300,48
186,298,170
187,25,252
188,41,189
189,57,97
190,83,12
191,93,162
192,297,196
193,290,122
194,57,262
195,149,86
196,201,175
197,157,122
198,61,252
199,76,189
200,308,93
201,183,263
202,96,86
203,146,109
204,93,9
205,66,62
206,301,236
207,229,88
208,156,184
209,241,86
210,98,175
211,292,252
212,306,166
213,7,122
214,182,97
215,140,175
216,68,168
217,7,190
218,7,42
219,229,169
220,315,171
221,210,12
222,129,97
223,113,122
224,288,189
225,16,185
226,297,168
227,187,1
228,292,46
229,52,168
230,58,12
231,269,122
232,102,263
233,96,48
234,308,185
235,115,48
236,98,162
237,34,236
238,42,62
239,88,191
240,96,110
241,246,119
242,143,177
243,47,168
244,92,15
245,53,262
246,143,13
247,49,247
248,143,48
249,210,46
250,68,12
251,112,169
252,284,122
253,94,168
254,284,190
255,302,167
256,302,252
257,7,90
258,152,169
259,7,168
260,245,122
261,218,262
262,78,240
263,219,166
264,123,167
265,195,170
266,163,252
267,193,175
268,264,109
269,214,79
270,43,168
271,214,189
272,297,166
273,143,166
274,148,240
275,250,177
276,317,191
277,313,198
278,119,83
279,22,167
280,93,43
281,135,53
282,234,97
283,268,48
284,107,189
285,177,252
286,317,32
287,95,88
288,325,229
289,38,210
290,42,109
291,251,48
292,85,252
293,291,167
294,41,46
295,146,166
296,183,122
297,288,177
298,131,252
299,218,166
300,142,62
301,175,86
302,58,13
303,321,48
304,72,12
305,318,122
306,236,177
307,22,93
308,300,210
309,57,43
310,254,57
311,268,185
312,288,170
313,210,48
314,193,97
315,128,166
316,227,190
317,117,148
318,288,97
319,135,189
320,213,12
321,268,166
322,282,263
323,59,172
324,198,185
325,25,168
326,155,144
327,55,168
328,116,168
329,42,15
330,128,198
331,327,222
332,10,119
333,317,48
334,287,162
335,149,163
336,264,48
